instance,n_customers,n_vehicles_available,capacity,timeout_s,status,status_name,total_cost,vehicles_used,solve_time_s
RC2_10_6.txt,1000,250,1000,2.0,0,SUCCESS,27736.290755152702,30,2.2045473642647266
RC2_10_7.txt,1000,250,1000,60.0,0,SUCCESS,27853.23959517479,18,60.39929226785898
RC2_10_7.txt,1000,250,1000,10.0,0,SUCCESS,26984.327104449272,20,10.340662494301796
RC2_10_7.txt,1000,250,1000,5.0,0,SUCCESS,26318.623127818108,21,5.172845900058746
RC2_10_7.txt,1000,250,1000,2.0,0,SUCCESS,26758.27334702015,25,2.28297770768404
RC2_10_8.txt,1000,250,1000,60.0,0,SUCCESS,26604.124059796333,18,60.1956944167614
RC2_10_8.txt,1000,250,1000,10.0,0,SUCCESS,26827.86611521244,19,10.19090947136283
RC2_10_8.txt,1000,250,1000,5.0,0,SUCCESS,25842.048375606537,20,5.276450019329786
RC2_10_8.txt,1000,250,1000,2.0,0,SUCCESS,25488.92172753811,24,2.4459620900452137
RC2_10_9.txt,1000,250,1000,60.0,0,SUCCESS,25942.22172355652,18,60.27965712919831
RC2_10_9.txt,1000,250,1000,10.0,0,SUCCESS,27133.30251944065,18,10.352703843265772
RC2_10_9.txt,1000,250,1000,5.0,0,SUCCESS,24832.605228066444,21,5.252225529402494
RC2_10_9.txt,1000,250,1000,2.0,0,SUCCESS,25218.904917120934,23,2.1905678771436214
